NIK,Nama_Klien,Tgl_Daftar,No_Tlp_K,Email_K,Alamat_K,Gender_K,Tmpt_tgl_lhr_K,Tgl_lhr_K,Jenis_LH
10000131,"Kambali Fujiati, S.Kom",2026-08-18,+62 (0380) 882 ,klien131_where-letter-have@ud.ac.id,"Jalan W.R. Supratman No. 645, Kota Administrasi Jakarta Barat, Kalimantan Tengah 30683",Wanita,Banjar,1983-03-30,8381
10000132,Respati Widiastuti,2025-10-07,+62-087-879-858,klien132_rather-act-actually@pd.mil,"Jl. KH Amin Jasuta No. 455, Prabumulih, Sumatera Selatan 94780",Laki-Laki,Banda Aceh,1994-10-06,3500
10000133,Cut Salsabila Hutasoit,2026-10-12,+62-0688-693-12,klien133_military-term@pt.com,"Gang Sukajadi No. 61, Purwokerto, SB 13523",Wanita,Pagaralam,1988-09-07,8118
10000134,Martani Wasita,2024-12-02,(0703) 409-1810,klien134_bill-main-section@pt.go.id,"Jalan Otto Iskandardinata No. 312, Kota Administrasi Jakarta Timur, JK 85508",Laki-Laki,Cilegon,1982-11-13,4534
10000135,Nyoman Simbolon,2024-02-28,(028) 484-8292,klien135_personal-rise@perum.desa.id,"Gg. Ir. H. Djuanda No. 65, Cilegon, Sulawesi Selatan 61736",Wanita,Banjarmasin,1977-07-03,2463
10000136,"Teguh Wijaya, S.I.Kom",2025-06-08,+62 (18) 968 12,klien136_enter-bank-affect@cv.sch.id,"Jalan Jend. Sudirman No. 4, Tangerang Selatan, KS 77912",Laki-Laki,Bontang,1997-08-31,7722
10000137,Gaiman Habibi,2025-04-27,+62 (041) 196 4,klien137_use-effort-continue@cv.org,"Jalan Pasteur No. 612, Denpasar, AC 08923",Laki-Laki,Dumai,1989-12-21,3850
10000138,"Dt. Ibun Santoso, S.Pd",2026-05-17,+62-53-944-8416,klien138_case-agree-during@cv.int,"Jl. Sadang Serang No. 91, Tanjungbalai, SU 40158",Laki-Laki,Banjar,1981-07-10,6936
10000139,Kusuma Suryono,2023-02-11,+62 (026) 095 0,klien139_hospital-look-base@pd.ponpes.id,"Jl. Sentot Alibasa No. 60, Pekanbaru, JI 08179",Laki-Laki,Palangkaraya,1983-11-10,7456
10000140,dr. Ciaobella Lazuardi,2024-03-24,+62-036-053-026,klien140_unit-range-skill@ud.sch.id,"Gang Jayawijaya No. 686, Pontianak, PB 57301",Laki-Laki,Sungai Penuh,1969-01-06,5548
10000141,"Kadir Halimah, S.Pd",2024-08-31,+62 (73) 218-12,klien141_idea-possible-my@ud.org,"Jalan Antapani Lama No. 6, Kota Administrasi Jakarta Selatan, NB 13645",Wanita,Surabaya,1982-01-09,1918
10000142,Titi Rajasa,2023-11-23,+62 (0215) 809 ,klien142_man-job-when-type@pt.web.id,"Gg. Gedebage Selatan No. 434, Tanjungpinang, Aceh 96651",Wanita,Palembang,1980-09-01,1947
10000143,Kasiyah Wijayanti,2023-12-23,+62 (0259) 722-,klien143_option-notice@cv.net.id,"Gg. Jend. Sudirman No. 98, Surabaya, Papua 97213",Laki-Laki,Kendari,1997-06-06,9764
10000144,Amalia Hasanah,2025-09-08,+62 (65) 915 14,klien144_summer-discuss@ud.net.id,"Gang Sukabumi No. 0, Bengkulu, JB 16727",Laki-Laki,Tegal,1961-01-20,6011
10000145,Lidya Fujiati,2025-05-10,082 759 8565,klien145_than-prevent-radio@cv.id,"Gg. Jamika No. 30, Gorontalo, PA 05173",Wanita,Bekasi,1967-12-28,5598
10000146,Bahuwirya Sihombing,2023-04-24,(0401) 690 7429,klien146_set-red-leave-well@perum.desa.id,"Jalan R.E Martadinata No. 672, Tidore Kepulauan, KT 01068",Wanita,Meulaboh,1981-01-03,6979
10000147,Restu Firmansyah,2026-11-03,+62 (213) 245-4,klien147_know-star-market@perum.net,"Jl. Joyoboyo No. 8, Palangkaraya, Nusa Tenggara Timur 74769",Wanita,Blitar,1992-03-28,1076
10000148,"Dr. Salimah Situmorang, S.Psi",2024-11-28,+62-0293-289-08,klien148_itself-seek@pt.mil.id,"Gang Soekarno Hatta No. 25, Pekanbaru, NT 30644",Wanita,Bekasi,1967-09-04,2797
10000149,"Raihan Nurdiyanti, S.Gz",2023-07-06,0849247986,klien149_that-medical-over@ud.net,"Gg. W.R. Supratman No. 59, Banjarmasin, Bengkulu 95310",Laki-Laki,Tanjungpinang,1993-07-14,5321
10000150,Citra Hartati,2023-11-19,+62 (048) 975-5,klien150_dinner-watch-mrs@ud.ac.id,"Gang Kutai No. 078, Ternate, LA 02466",Laki-Laki,Banda Aceh,1989-11-10,289
10000151,Tri Prasetya,2025-11-04,+62-53-270-1348,klien151_raise-everybody@pt.int,"Jl. Asia Afrika No. 504, Yogyakarta, NT 69718",Wanita,Dumai,1986-09-01,5526
10000152,Tania Rajata,2026-11-09,(079) 998 3563,klien152_key-early-home-sign@cv.my.id,"Gang Dipatiukur No. 657, Bima, KR 28770",Wanita,Tomohon,2005-03-18,2559
10000153,Caraka Pertiwi,2026-09-16,+62 (74) 841 17,klien153_congress-gun-entire@cv.sch.id,"Jl. Gedebage Selatan No. 2, Subulussalam, NB 31788",Laki-Laki,Bandung,1998-03-30,5081
10000154,Jumari Adriansyah,2023-08-15,+62 (073) 968-8,klien154_east-there-smile@ud.com,"Jl. Medokan Ayu No. 0, Ternate, YO 69754",Wanita,Jambi,1974-07-24,9002
10000155,"Dr. Ana Haryanto, S.Psi",2025-02-24,+62 (002) 055 9,klien155_career-happen@perum.desa.id,"Gang W.R. Supratman No. 952, Malang, LA 89071",Wanita,Palangkaraya,2004-10-10,1280
10000156,Sutan Mahesa Usamah,2025-10-08,+62 (0632) 393-,klien156_much-exactly-ok@perum.org,"Gang KH Amin Jasuta No. 907, Sukabumi, SN 14403",Laki-Laki,Singkawang,1998-07-10,4667
10000157,Samiah Astuti,2025-01-11,(0292) 599 8181,klien157_she-appear-form@cv.id,"Jl. Sukabumi No. 6, Bitung, KU 31602",Wanita,Ambon,1972-02-23,8283
10000158,Devi Kurniawan,2024-06-22,(0232) 890 4051,klien158_treatment-star@pd.sch.id,"Gg. Merdeka No. 10, Tangerang, Riau 01714",Laki-Laki,Bukittinggi,1992-02-09,6392
10000159,Kani Hidayat,2026-03-05,+62-010-093-599,klien159_late-place-ahead@perum.net,"Gang Stasiun Wonokromo No. 190, Banjarmasin, Sulawesi Selatan 39792",Wanita,Kota Administrasi Jakarta Pusat,1973-02-16,6954
10000160,Kacung Yuliarti,2026-03-31,(0426) 606 8340,klien160_treat-wait-job-my@pd.go.id,"Jl. Cikutra Barat No. 8, Bekasi, ST 24925",Wanita,Lhokseumawe,1992-09-06,7929
10000161,KH. Maman Purnawati,2026-09-25,0858560916,klien161_could-really@pd.web.id,"Jl. Rajawali Timur No. 716, Solok, Riau 07493",Wanita,Pematangsiantar,2003-08-19,4387
10000162,Dian Wibowo,2025-04-17,+62 (0609) 163-,klien162_know-real-go-do@ud.net,"Gg. Yos Sudarso No. 3, Tomohon, Lampung 84225",Laki-Laki,Pangkalpinang,1966-09-17,3989
10000163,KH. Galuh Mustofa,2023-09-14,+62 (41) 238-15,klien163_knowledge-indeed@ud.desa.id,"Jalan Ahmad Dahlan No. 581, Singkawang, MU 89715",Wanita,Palangkaraya,1994-03-08,5262
10000164,Almira Pradipta,2025-02-05,+62 (011) 838-5,klien164_one-perhaps-page@ud.co.id,"Jalan Jend. A. Yani No. 88, Lubuklinggau, JA 93040",Laki-Laki,Tangerang,1970-06-24,8791
10000165,Marwata Kusmawati,2024-01-31,085 508 1036,klien165_sea-blood-offer@cv.net.id,"Gang BKR No. 33, Kota Administrasi Jakarta Utara, Kalimantan Selatan 91767",Wanita,Purwokerto,1964-02-28,2393
10000166,Gilang Situmorang,2026-03-19,+62 (50) 656-05,klien166_economy-moment@pt.sch.id,"Gg. Otto Iskandardinata No. 0, Kendari, Riau 84432",Laki-Laki,Kota Administrasi Jakarta Barat,2003-09-02,6622
10000167,Viktor Hidayat,2023-12-12,(097) 209 9198,klien167_expert-food-police@pd.my.id,"Gg. Waringin No. 8, Malang, DKI Jakarta 49885",Laki-Laki,Sawahlunto,2005-01-22,4015
10000168,"Rahmi Putra, S.Pd",2025-06-15,+62 (76) 453 43,klien168_police-news-chance@pd.com,"Gang Jakarta No. 79, Madiun, BE 42352",Laki-Laki,Tomohon,1991-04-22,627
10000169,Maman Kuswoyo,2024-12-22,+62-995-475-989,klien169_spend-always-with@perum.desa.id,"Jl. Pasir Koja No. 21, Makassar, Kalimantan Barat 13948",Wanita,Palangkaraya,1963-03-25,4858
10000170,Tari Permata,2023-04-16,+62 (0963) 836 ,klien170_mother-design-tough@ud.or.id,"Gang M.T Haryono No. 79, Bekasi, DKI Jakarta 73990",Laki-Laki,Banjarbaru,1981-05-24,8365
10000171,Rika Hutagalung,2026-07-12,+62-44-897-5917,klien171_join-fill-clearly@ud.web.id,"Gg. Medokan Ayu No. 451, Cirebon, KI 25243",Wanita,Batam,1974-06-04,2484
10000172,Karya Hidayat,2025-12-20,+62 (099) 640 2,klien172_last-ask-throughout@perum.go.id,"Gg. Cempaka No. 12, Pariaman, Bali 75565",Laki-Laki,Bontang,1974-07-26,2215
10000173,"Tania Natsir, S.I.Kom",2026-03-12,086 278 7747,klien173_six-oil-recent@perum.my.id,"Jl. Tebet Barat Dalam No. 23, Tegal, AC 51053",Wanita,Lhokseumawe,2005-11-06,7871
10000174,"Luthfi Prasasta, M.Ak",2026-09-18,+62-211-415-613,klien174_quite-address-trip@perum.mil,"Gg. Erlangga No. 926, Medan, Lampung 17895",Wanita,Pontianak,1988-09-21,863
10000175,Pandu Kurniawan,2025-12-14,+62-308-483-862,klien175_assume-career@ud.go.id,"Jalan Medokan Ayu No. 282, Bima, Papua 02854",Laki-Laki,Parepare,1994-06-29,3873
10000176,Silvia Saptono,2026-02-21,+62 (24) 820-07,klien176_however-individual@ud.gov,"Gg. Indragiri No. 80, Yogyakarta, Aceh 44463",Laki-Laki,Tangerang,1988-01-21,6194
10000177,"Hj. Maya Prasetya, S.Gz",2025-05-25,(0488) 662 4244,klien177_teach-society@pd.ac.id,"Gang Kendalsari No. 181, Lubuklinggau, AC 06323",Wanita,Sabang,1967-02-11,6256
10000178,Yosef Mansur,2024-02-20,+62 (35) 235 00,klien178_language-include@pt.com,"Jl. Jend. A. Yani No. 71, Pangkalpinang, KR 01624",Wanita,Pasuruan,1983-03-12,6521
10000179,Daryani Prasetya,2025-10-09,+62 (0790) 842-,klien179_simply-answer@pt.desa.id,"Jl. Cihampelas No. 6, Ternate, Sulawesi Tengah 10893",Laki-Laki,Bengkulu,1961-05-03,1015
10000180,Simon Purwanti,2026-09-09,(0406) 757 2759,klien180_pick-color-state@perum.int,"Gg. Moch. Ramdan No. 555, Yogyakarta, KU 80127",Laki-Laki,Bitung,1973-04-11,3691
10000181,Harjaya Wibowo,2023-08-24,(027) 159-9923,klien181_arm-institution@ud.com,"Gg. Cikutra Timur No. 26, Sabang, LA 23681",Laki-Laki,Tarakan,2001-10-09,8254
10000182,Banara Pratiwi,2024-04-06,+62-0218-671-67,klien182_close-reveal-model@perum.mil,"Gang Rumah Sakit No. 4, Bau-Bau, SU 77344",Laki-Laki,Banjar,1968-01-30,9483
10000183,"Drs. Pandu Wahyuni, S.T.",2023-07-26,+62 (094) 493 8,klien183_change-clear-at@perum.net,"Jalan Pasirkoja No. 6, Palu, BB 47801",Wanita,Sibolga,1966-11-18,9262
10000184,"Mursinin Siregar, S.Ked",2025-08-30,(084) 348 4165,klien184_bit-especially@pt.sch.id,"Gang Rumah Sakit No. 40, Lhokseumawe, Maluku Utara 85345",Laki-Laki,Meulaboh,1964-04-30,4954
10000185,Budi Riyanti,2024-04-17,+62 (019) 195 5,klien185_appear-check@cv.org,"Gg. Veteran No. 73, Pematangsiantar, Sulawesi Tengah 03092",Laki-Laki,Langsa,1981-10-06,8031
10000186,"Abyasa Wijayanti, M.Farm",2023-08-08,+62 (847) 468 7,klien186_development-whom@perum.go.id,"Jl. Gedebage Selatan No. 730, Samarinda, JK 38003",Wanita,Tegal,2001-03-15,9197
10000187,Ghaliyati Uyainah,2025-06-08,(075) 017 1459,klien187_line-black@pt.or.id,"Jalan Ahmad Yani No. 81, Solok, BT 72645",Laki-Laki,Meulaboh,1993-09-23,7704
10000188,Jail Hassanah,2025-12-30,+62 (61) 873 74,klien188_who-design-go@pd.id,"Gang W.R. Supratman No. 97, Bukittinggi, KT 99982",Wanita,Sabang,1984-12-01,9833
10000189,R.M. Drajat Sihombing,2023-10-26,+62-24-401-8058,klien189_majority-dog-rather@cv.mil,"Gang Raya Setiabudhi No. 59, Sabang, Maluku Utara 44127",Laki-Laki,Lubuklinggau,1983-03-19,9548
10000190,Safina Dongoran,2026-01-03,(0642) 775 2277,klien190_set-stage-ago-tell@cv.net.id,"Jalan Suniaraja No. 317, Tanjungpinang, Maluku 86926",Wanita,Ambon,1979-09-09,526
10000191,Ir. Zizi Sitompul,2026-03-06,+62 (06) 533 80,klien191_wait-stay-wall@ud.my.id,"Jl. Sukajadi No. 6, Pekanbaru, MU 81985",Laki-Laki,Sorong,1969-05-22,4004
10000192,Daliono Anggriawan,2023-12-01,+62 (050) 900 9,klien192_coach-attack-carry@pd.mil,"Gg. Pasir Koja No. 589, Tidore Kepulauan, Sulawesi Utara 91830",Wanita,Tangerang,1970-05-06,5496
10000193,Dr. Halima Najmudin,2026-04-10,+62 (234) 717 1,klien193_painting-agency@perum.ac.id,"Gang Siliwangi No. 22, Yogyakarta, JT 78811",Wanita,Cirebon,1989-03-18,452
10000194,Salwa Saefullah,2025-11-15,+62 (0150) 379 ,klien194_particularly-the@pd.int,"Gg. Cikapayang No. 0, Dumai, MU 01774",Wanita,Sukabumi,2001-09-27,3693
10000195,Olivia Irawan,2024-08-13,+62-154-927-741,klien195_pick-action@pt.ac.id,"Gg. Peta No. 12, Payakumbuh, Nusa Tenggara Barat 46615",Wanita,Sukabumi,1972-06-06,7771
10000196,Salimah Iswahyudi,2026-08-11,+62 (0113) 648-,klien196_resource-expect@cv.ponpes.id,"Jalan H.J Maemunah No. 214, Bekasi, Aceh 55481",Laki-Laki,Solok,1966-05-04,598
10000197,Drs. Karimah Nasyiah,2026-07-21,+62 (0087) 149 ,klien197_account-now-where@pd.com,"Gang Surapati No. 35, Purwokerto, Maluku 99601",Laki-Laki,Kotamobagu,1999-04-21,398
10000198,Jamalia Samosir,2025-12-31,(0445) 617 6239,klien198_day-catch-where@perum.net,"Gg. PHH. Mustofa No. 24, Kota Administrasi Jakarta Barat, MA 51368",Laki-Laki,Banda Aceh,1980-11-09,7452
10000199,"Rafi Widiastuti, S.Psi",2023-01-20,(0906) 395 6891,klien199_run-forward-large@ud.ac.id,"Jalan Rajiman No. 33, Surakarta, Sulawesi Tenggara 33153",Wanita,Kota Administrasi Jakarta Timur,1977-01-24,637
10000200,Hadi Simbolon,2026-08-05,(028) 562-3910,klien200_common-mr-be-assume@pd.my.id,"Gang Ahmad Dahlan No. 169, Padang, Kalimantan Selatan 05577",Laki-Laki,Banda Aceh,1983-01-22,8114
10000201,drg. Faizah Latupono,2026-07-27,0882825440,klien201_throw-resource-my@pd.co.id,"Gg. Laswi No. 517, Kediri, BE 92237",Laki-Laki,Tangerang,1982-01-19,8330
10000202,Lintang Nainggolan,2023-01-26,+62 (0320) 289-,klien202_newspaper-project@pd.net,"Jl. Siliwangi No. 25, Samarinda, Sumatera Barat 61067",Wanita,Tual,1972-06-05,2218
10000203,"Putri Sitompul, S.Psi",2026-12-17,+62 (427) 851-6,klien203_section-decide@cv.my.id,"Gang Cempaka No. 054, Kendari, Maluku Utara 06933",Laki-Laki,Sungai Penuh,2000-01-16,2271
10000204,Tgk. Maida Hakim,2025-12-18,+62-024-135-448,klien204_by-thus-grow-myself@pd.my.id,"Gg. Dipenogoro No. 8, Pangkalpinang, Jawa Timur 04783",Wanita,Balikpapan,1974-07-12,4289
10000205,Cut Hani Waluyo,2026-02-17,+62 (066) 947-0,klien205_third-week-morning@perum.ponpes.id,"Gang Sukabumi No. 593, Bandar Lampung, Banten 40565",Wanita,Cimahi,1982-10-12,240
10000206,Karya Natsir,2025-01-28,(018) 905 8656,klien206_sell-pattern-court@ud.co.id,"Gang W.R. Supratman No. 93, Magelang, NB 30647",Laki-Laki,Bontang,1960-11-16,6474
10000207,Kariman Hartati,2023-11-07,0828260688,klien207_write-ever-billion@pd.net,"Jalan Jamika No. 3, Tanjungpinang, KI 88184",Laki-Laki,Makassar,1976-11-28,5647
10000208,Ir. Mahdi Kusmawati,2025-07-03,(029) 254-8923,klien208_commercial-door-car@pt.com,"Jalan BKR No. 271, Batu, Jawa Timur 80738",Wanita,Pontianak,1994-06-06,9675
10000209,Balijan Hariyah,2026-12-24,+62 (017) 040-2,klien209_together-child@pd.desa.id,"Gg. Rajiman No. 31, Bitung, PB 51050",Wanita,Mataram,1973-07-07,9852
10000210,Belinda Wahyudin,2023-07-22,+62 (97) 869 91,klien210_less-worker-blue@perum.mil.id,"Jalan Medokan Ayu No. 83, Bau-Bau, Jambi 53050",Laki-Laki,Serang,1989-12-11,4391
10000211,Raden Pangestu,2023-12-14,+62 (82) 890-02,klien211_majority-campaign@pd.net,"Gang Ir. H. Djuanda No. 66, Palopo, BB 79772",Laki-Laki,Lubuklinggau,2000-04-09,29
10000212,Tgk. Usyi Anggriawan,2023-12-25,+62-022-448-539,klien212_drop-director-stock@pt.net.id,"Jl. Soekarno Hatta No. 55, Pekalongan, Banten 47418",Wanita,Pariaman,1989-02-20,3648
10000213,Drs. Zamira Zulaika,2025-09-13,(023) 628-6382,klien213_ahead-attorney@ud.mil,"Gang Asia Afrika No. 55, Lubuklinggau, Bengkulu 58351",Wanita,Salatiga,1983-06-21,3925
10000214,Ridwan Suwarno,2023-03-03,+62 (035) 472 4,klien214_eight-western-area@pt.or.id,"Jl. Abdul Muis No. 679, Mojokerto, DI Yogyakarta 58844",Laki-Laki,Surakarta,1984-01-22,7469
10000215,Sari Uwais,2023-03-22,0822075364,klien215_protect-head@ud.or.id,"Gg. Raya Ujungberung No. 69, Cilegon, Nusa Tenggara Timur 28984",Wanita,Bengkulu,1977-01-21,4934
10000216,Pranawa Pertiwi,2026-07-19,(0903) 410-1896,klien216_voice-first-fund@pt.sch.id,"Jl. Asia Afrika No. 85, Surabaya, KB 25927",Wanita,Bengkulu,1990-11-26,1120
10000217,Unjani Nababan,2023-08-01,(0921) 419-7205,klien217_interest-woman-fine@ud.desa.id,"Gang H.J Maemunah No. 1, Kendari, BA 87681",Wanita,Sorong,2002-08-15,7812
10000218,Unggul Yuliarti,2025-03-11,+62 (0585) 561-,klien218_firm-magazine@ud.com,"Gang PHH. Mustofa No. 1, Mataram, KS 36380",Laki-Laki,Kota Administrasi Jakarta Pusat,1977-05-24,3315
10000219,Janet Thamrin,2024-06-02,(0398) 346-1415,klien219_close-show-building@ud.int,"Jl. W.R. Supratman No. 2, Bima, PB 85483",Wanita,Kediri,1993-10-04,4792
10000220,Darsirah Latupono,2025-03-01,+62 (295) 369-9,klien220_receive-bag-firm@cv.go.id,"Jalan Pacuan Kuda No. 41, Balikpapan, LA 65786",Wanita,Bengkulu,1989-02-12,6272
10000221,Jagapati Tarihoran,2025-10-16,+62 (21) 984 64,klien221_reality-first@perum.org,"Gang Moch. Ramdan No. 25, Denpasar, Sumatera Utara 82547",Wanita,Bau-Bau,1985-08-07,9981
10000222,"Pia Mustofa, S.Farm",2025-11-12,+62 (520) 623-2,klien222_view-others-have@pd.net.id,"Gg. Moch. Toha No. 30, Banjarbaru, Kalimantan Selatan 57286",Wanita,Padang,1963-04-30,9989
10000223,"Uli Andriani, M.M.",2024-10-29,(0433) 322-4001,klien223_sense-truth@perum.net,"Gang H.J Maemunah No. 35, Kota Administrasi Jakarta Pusat, Papua Barat 97260",Laki-Laki,Lhokseumawe,1971-10-20,3407
10000224,Paris Maulana,2024-07-06,0871088503,klien224_interesting-power@ud.org,"Jalan Asia Afrika No. 57, Palangkaraya, KU 87784",Laki-Laki,Tomohon,1991-02-21,5354
10000225,"KH. Pangeran Natsir, M.M.",2024-07-15,(019) 110 0071,klien225_site-ability-meet@perum.desa.id,"Jl. K.H. Wahid Hasyim No. 11, Bima, Riau 17185",Wanita,Tomohon,1972-11-03,7021
10000226,Ophelia Permadi,2024-10-19,085 902 2551,klien226_help-they-high@ud.or.id,"Gg. Pasir Koja No. 515, Jambi, PA 92162",Laki-Laki,Palangkaraya,1973-10-05,2506
10000227,R.A. Natalia Santoso,2026-02-15,(073) 792-5684,klien227_medical-lawyer-try@perum.mil,"Gg. Raya Setiabudhi No. 074, Gorontalo, SN 75252",Wanita,Sukabumi,1984-05-02,6204
10000228,Eluh Nugroho,2023-11-25,+62 (75) 832-66,klien228_member-nature-heart@cv.gov,"Gg. Erlangga No. 625, Prabumulih, Kepulauan Riau 32749",Wanita,Jambi,1974-09-04,2539
10000229,Luluh Padmasari,2024-08-25,+62 (094) 614-0,klien229_fire-usually-food@cv.sch.id,"Jalan Cikapayang No. 5, Bitung, JB 75522",Wanita,Kota Administrasi Jakarta Utara,1970-07-06,3816
10000230,"Anastasia Utama, S.H.",2026-05-03,+62 (054) 649-7,klien230_possible-nice@perum.int,"Gg. Yos Sudarso No. 0, Kendari, Kalimantan Utara 25382",Wanita,Meulaboh,2000-12-20,5837
10000231,"Jati Wulandari, S.Farm",2023-04-09,+62-069-890-635,klien231_evidence-hospital@perum.web.id,"Jl. Rumah Sakit No. 771, Jambi, Nusa Tenggara Barat 84172",Laki-Laki,Tual,1980-09-06,7844
10000232,"Ir. Wage Puspasari, S.Pt",2024-12-05,+62 (586) 533 9,klien232_firm-hear-four@cv.org,"Jalan Moch. Toha No. 9, Ternate, GO 30587",Laki-Laki,Lubuklinggau,1997-07-04,1654
10000233,Dian Hartati,2024-07-18,0835225787,klien233_eat-may-amount@pd.mil,"Jl. Tubagus Ismail No. 490, Solok, PB 01485",Wanita,Jambi,1965-06-27,1489
10000234,Lasmanto Puspita,2026-05-11,(0157) 436 8947,klien234_executive-early@perum.org,"Gg. Lembong No. 715, Banjarmasin, Kalimantan Tengah 55986",Laki-Laki,Kota Administrasi Jakarta Timur,1977-07-28,5089
10000235,"Dr. Febi Puspita, S.Pt",2024-06-14,+62-049-000-202,klien235_eat-day-easy@pd.edu,"Gg. Bangka Raya No. 808, Lhokseumawe, Bali 02740",Laki-Laki,Tidore Kepulauan,2005-10-13,5125
10000236,Hj. Zulfa Jailani,2026-04-27,+62-809-087-511,klien236_management@pt.gov,"Jalan Ahmad Yani No. 036, Semarang, Kalimantan Selatan 76572",Wanita,Tidore Kepulauan,1967-09-03,5162
10000237,drg. Galih Saragih,2023-08-10,(067) 041 7956,klien237_me-ok-through-top@cv.net,"Gg. Cikutra Barat No. 15, Solok, KS 54795",Laki-Laki,Bima,2005-11-07,628
10000238,Lanang Wasita,2024-08-17,(0704) 256-4561,klien238_near-lay-manager@ud.desa.id,"Gang KH Amin Jasuta No. 734, Medan, RI 53301",Wanita,Bogor,1977-06-22,2505
10000239,Faizah Simbolon,2025-09-14,(075) 696 6592,klien239_trial-ask-million@pt.ac.id,"Jalan Sukajadi No. 240, Bau-Bau, Maluku Utara 74990",Wanita,Sawahlunto,1999-09-07,4674
10000240,Langgeng Sudiati,2025-01-04,+62-786-125-154,klien240_happen-share@pt.sch.id,"Gg. Abdul Muis No. 851, Sibolga, LA 87821",Laki-Laki,Depok,1988-05-17,89
10000241,"KH. Rahmat Yolanda, S.T.",2026-07-29,(0306) 550-2856,klien241_detail-itself-east@pt.desa.id,"Gang PHH. Mustofa No. 215, Kendari, RI 14227",Laki-Laki,Kota Administrasi Jakarta Timur,1970-07-26,2888
10000242,Betania Januar,2023-12-28,+62 (0148) 364 ,klien242_travel-run-laugh@cv.id,"Gg. Cikutra Timur No. 28, Yogyakarta, SR 02525",Wanita,Binjai,1986-04-01,7884
10000243,Sari Hidayanto,2024-06-06,0869209760,klien243_fight-occur-reflect@pt.edu,"Gang Pasir Koja No. 773, Singkawang, Nusa Tenggara Barat 20803",Wanita,Lhokseumawe,1973-07-24,5246
10000244,Arsipatra Budiman,2023-06-28,+62-083-388-104,klien244_event-position@ud.desa.id,"Jalan Ahmad Dahlan No. 4, Jayapura, MU 20342",Laki-Laki,Manado,1964-02-19,1887
10000245,Karimah Aryani,2024-04-28,084 076 2989,klien245_move-evidence-bar@perum.ac.id,"Gang Moch. Toha No. 184, Tangerang Selatan, Aceh 39393",Laki-Laki,Bogor,1994-08-28,8934
10000246,"Hardi Nababan, S.I.Kom",2024-02-17,+62 (041) 869 1,klien246_mission-together@pd.ac.id,"Jalan Gedebage Selatan No. 14, Madiun, JA 78860",Wanita,Sawahlunto,1999-03-08,4288
10000247,Karna Sinaga,2025-03-23,+62 (0726) 526 ,klien247_federal-factor-in@cv.org,"Jl. Rajiman No. 99, Jambi, Kepulauan Bangka Belitung 15196",Laki-Laki,Mataram,1970-12-23,868
10000248,Mursita Rahmawati,2024-05-25,+62-0763-526-55,klien248_anyone-actually@cv.id,"Jalan Pacuan Kuda No. 933, Lubuklinggau, Jawa Timur 14575",Wanita,Tanjungbalai,1981-08-09,362
10000249,drg. Gasti Saefullah,2026-12-26,+62 (333) 285-1,klien249_health-throughout@pt.net,"Jalan Merdeka No. 750, Sawahlunto, KU 74386",Laki-Laki,Tebingtinggi,1981-06-03,6752
10000250,"Rafi Firmansyah, S.Psi",2026-08-15,+62 (260) 819 9,klien250_develop-perform-per@pd.gov,"Gang Merdeka No. 48, Sorong, Sulawesi Tenggara 31229",Wanita,Jayapura,1964-08-04,221
10000251,Kamal Prakasa,2025-12-16,+62-032-617-108,klien251_six-glass-material@ud.org,"Jl. Pasir Koja No. 119, Banda Aceh, Maluku Utara 99060",Wanita,Bima,1971-12-22,979
10000252,Usyi Padmasari,2025-06-16,+62 (65) 234 82,klien252_other-structure@perum.net,"Gang Ir. H. Djuanda No. 6, Serang, Kepulauan Bangka Belitung 92127",Laki-Laki,Padang Sidempuan,1974-08-10,3446
10000253,"Drs. Yulia Rahayu, M.TI.",2026-09-11,+62 (0215) 246 ,klien253_week-serve-first@perum.id,"Jalan Jend. Sudirman No. 85, Banjarbaru, Sulawesi Barat 76472",Laki-Laki,Metro,1981-08-07,4223
10000254,Kasiyah Samosir,2025-03-27,(0770) 730 7690,klien254_glass-issue-hot@pt.net.id,"Gang Ahmad Yani No. 73, Sorong, MU 42854",Laki-Laki,Samarinda,1963-11-06,5873
10000255,"Padma Widiastuti, S.E.I",2026-10-27,+62-841-489-873,klien255_interesting-back@pd.int,"Jl. Indragiri No. 2, Palu, BB 76577",Laki-Laki,Batam,1988-07-19,9517
10000256,Mahfud Megantara,2023-12-31,(0141) 450-2904,klien256_manager-hospital@pd.ponpes.id,"Jl. S. Parman No. 08, Solok, JI 47079",Laki-Laki,Subulussalam,1984-10-02,6406
