Staf_ID,Nama_Staf,Tgl_Bgb_Staf,No_Tlp_Staf,Email_Staf,Tgl_lhr_Staf,Gender_Staf,Tp_Lhr_Staf,Alamat_Staf
538,"Nasrullah Yulianti, M.Farm",2025-06-15,+62-0282-732-64,staf538_society-she-long@cv.my.id,2000-02-09,Laki-Laki,Dumai,"Jalan R.E Martadinata No. 7, Semarang, Sumatera Utara 82109"
539,Cut Ifa Prakasa,2024-02-18,+62 (368) 765-5,staf539_skill-note-this@cv.sch.id,2001-06-27,Laki-Laki,Lhokseumawe,"Jalan H.J Maemunah No. 2, Tangerang Selatan, Sumatera Utara 90580"
540,Hamima Hidayat,2025-07-15,+62 (962) 202-7,staf540_black-edge-officer@perum.biz.id,1985-12-09,Wanita,Lubuklinggau,"Jalan Sentot Alibasa No. 983, Kota Administrasi Jakarta Barat, BT 40484"
541,"Puti Ajeng Namaga, S.Sos",2024-09-21,+62 (283) 148 4,staf541_history-dog-boy@ud.web.id,2005-04-29,Laki-Laki,Pematangsiantar,"Jl. Pacuan Kuda No. 60, Denpasar, SN 30920"
542,Endra Hutagalung,2025-05-11,(0265) 201-4973,staf542_risk-sea-process@cv.or.id,1986-09-01,Wanita,Tangerang Selatan,"Jalan Pasir Koja No. 977, Metro, Sumatera Selatan 47551"
543,Julia Hastuti,2025-01-29,+62 (92) 560 18,staf543_trouble-gas-born@perum.net,1993-09-25,Wanita,Pontianak,"Gg. Jayawijaya No. 5, Kotamobagu, Aceh 34840"
544,"drg. Tina Sitorus, S.H.",2024-05-15,+62-303-443-959,staf544_such-represent-age@pt.int,1990-04-25,Laki-Laki,Banda Aceh,"Gang Sukabumi No. 43, Pontianak, Kalimantan Timur 01864"
545,"Dr. Paiman Laksita, M.Pd",2025-07-09,+62 (019) 033-6,staf545_see-strong-read@pt.mil,1993-01-05,Laki-Laki,Palembang,"Gang Raya Ujungberung No. 23, Pematangsiantar, Jawa Tengah 00621"
546,Dr. Gangsar Rahimah,2025-03-11,0896940592,staf546_research-go-can@pt.mil.id,2001-07-05,Laki-Laki,Bima,"Jalan W.R. Supratman No. 74, Tangerang Selatan, ST 92673"
547,"Cawuk Rahimah, S.E.I",2024-04-23,0881845556,staf547_week-born-station@ud.ac.id,1995-10-16,Wanita,Palopo,"Jl. S. Parman No. 49, Padangpanjang, SU 36718"
548,Karimah Putra,2025-05-24,+62-229-766-102,staf548_still-account@pt.co.id,1990-10-22,Laki-Laki,Batu,"Gang Pasirkoja No. 576, Ternate, KU 26758"
549,Eja Wibisono,2024-02-24,087 553 4263,staf549_window-together@pt.mil,1999-08-30,Laki-Laki,Pasuruan,"Jl. Rajiman No. 0, Depok, Kepulauan Bangka Belitung 12466"
550,Eka Waluyo,2024-12-05,+62-445-021-828,staf550_responsibility-wife@perum.net.id,1997-09-15,Wanita,Depok,"Gang Pasirkoja No. 155, Kediri, YO 75593"
551,Yono Santoso,2025-12-18,+62 (29) 109 07,staf551_charge-make-force@perum.desa.id,1999-11-30,Laki-Laki,Tangerang Selatan,"Gg. Jayawijaya No. 3, Yogyakarta, Kalimantan Tengah 97462"
552,Silvia Pertiwi,2024-03-27,+62-169-445-966,staf552_with-hour-often@cv.int,2000-01-09,Laki-Laki,Cilegon,"Jalan Merdeka No. 241, Madiun, LA 02063"
553,"Farhunnisa Hassanah, S.Farm",2025-03-27,+62 (52) 678 70,staf553_recently-trade-yard@perum.my.id,2002-08-06,Wanita,Subulussalam,"Jl. Gegerkalong Hilir No. 1, Palangkaraya, YO 62069"
554,Danang Hakim,2024-05-22,+62 (05) 572 41,staf554_per-what-test-hour@pd.id,1993-09-21,Wanita,Bekasi,"Jalan Sadang Serang No. 21, Pekalongan, KS 51747"
555,dr. Luthfi Sihombing,2024-11-03,+62-75-700-8775,staf555_prepare-consumer@pd.org,2004-02-13,Laki-Laki,Bandar Lampung,"Gg. Dipatiukur No. 29, Serang, MA 22129"
556,Gada Hardiansyah,2025-07-10,+62 (993) 847 9,staf556_film-according@ud.go.id,1992-07-01,Laki-Laki,Bandar Lampung,"Jl. Dipenogoro No. 3, Sukabumi, KU 41048"
557,Lanang Tamba,2024-09-06,+62 (31) 088-22,staf557_challenge-lay-rule@cv.int,1991-03-24,Wanita,Depok,"Jl. Ciumbuleuit No. 1, Lubuklinggau, YO 22953"
558,Pardi Laksmiwati,2024-06-07,+62-91-716-1375,staf558_bad-great-reason@ud.gov,2005-08-16,Laki-Laki,Padangpanjang,"Jl. Kutisari Selatan No. 665, Kota Administrasi Jakarta Timur, SU 83048"
559,Harsanto Natsir,2024-04-18,+62 (0037) 285-,staf559_war-beautiful-share@perum.my.id,1998-10-07,Wanita,Banda Aceh,"Jalan M.T Haryono No. 5, Madiun, Papua Barat 06780"
560,Emil Maryati,2024-05-08,+62 (700) 147 3,staf560_writer-prevent@cv.net,1986-09-19,Laki-Laki,Depok,"Jalan Yos Sudarso No. 49, Samarinda, SB 79636"
561,Kayun Widiastuti,2025-03-04,(017) 890 8182,staf561_painting-high@pd.mil.id,1999-04-26,Wanita,Bontang,"Jl. Setiabudhi No. 66, Bandung, JA 36303"
562,Rahmi Maheswara,2024-06-13,+62 (96) 971 87,staf562_own-amount-feeling@pd.id,1994-02-26,Laki-Laki,Makassar,"Gg. Ciwastra No. 66, Lubuklinggau, Kepulauan Bangka Belitung 39930"
563,Faizah Salahudin,2025-08-09,+62-0584-303-68,staf563_thing-itself-often@pd.my.id,1998-04-17,Laki-Laki,Bau-Bau,"Gg. Jamika No. 2, Bogor, MU 29060"
564,Yusuf Kuswandari,2024-04-03,+62 (15) 981 32,staf564_sing-plan-party@pd.ac.id,1998-01-20,Wanita,Pekalongan,"Jl. Kutisari Selatan No. 369, Palopo, Sumatera Utara 52413"
565,Okta Manullang,2025-09-18,+62-674-066-428,staf565_describe-put@ud.biz.id,1985-07-22,Laki-Laki,Batu,"Jalan Kutisari Selatan No. 5, Banjar, KI 64377"
566,Paris Marpaung,2024-12-22,+62 (048) 863 6,staf566_to-particularly@cv.net.id,2005-11-19,Wanita,Mataram,"Jl. Stasiun Wonokromo No. 2, Tual, BB 88880"
567,KH. Baktiadi Yuniar,2025-05-15,+62 (937) 096-6,staf567_medical-next-could@cv.net,1985-09-26,Wanita,Sawahlunto,"Jl. Raya Setiabudhi No. 965, Batam, GO 71070"
568,Salsabila Hidayanto,2024-06-04,+62 (0713) 074-,staf568_former-late-meeting@pd.com,2002-05-24,Laki-Laki,Mataram,"Jalan Laswi No. 695, Banda Aceh, Aceh 57518"
569,Drs. Rina Yulianti,2025-11-19,(0237) 093 2653,staf569_another-effect@ud.org,1999-09-11,Laki-Laki,Surabaya,"Gg. Ronggowarsito No. 0, Tidore Kepulauan, KT 22382"
570,Gangsa Siregar,2025-10-17,(074) 959 5695,staf570_old-reduce-down@pd.my.id,2000-03-14,Laki-Laki,Banda Aceh,"Gg. Cikapayang No. 485, Kupang, Gorontalo 55782"
571,Tania Putra,2025-01-14,+62 (099) 490 4,staf571_produce-those@pd.net,1994-01-28,Wanita,Surabaya,"Gang Dipenogoro No. 7, Serang, DI Yogyakarta 66161"
572,Ir. Gada Januar,2024-10-23,+62-84-632-7972,staf572_together-back-fear@perum.int,1991-06-11,Laki-Laki,Denpasar,"Jl. S. Parman No. 00, Manado, NT 83141"
573,Ir. Purwa Halimah,2025-05-23,+62 (068) 383 1,staf573_task-different-five@perum.mil,1993-01-26,Wanita,Tebingtinggi,"Gg. Jakarta No. 960, Denpasar, Sulawesi Tenggara 22661"
574,Eka Siregar,2024-07-19,(003) 178-3603,staf574_hit-green-hard-tv@ud.ponpes.id,1988-05-06,Wanita,Padangpanjang,"Jalan Lembong No. 7, Bima, Bali 48175"
575,Abyasa Usada,2024-08-28,+62-0804-540-57,staf575_reach-door-school@cv.biz.id,1996-03-21,Laki-Laki,Jayapura,"Gg. Astana Anyar No. 6, Bogor, Bengkulu 70764"
576,Dian Wijayanti,2025-08-31,+62-232-847-111,staf576_crime-radio-need@pd.org,1991-03-29,Wanita,Bontang,"Jl. Merdeka No. 3, Kota Administrasi Jakarta Pusat, DI Yogyakarta 70815"
577,Genta Wibowo,2025-12-03,(0504) 780 0395,staf577_join-risk-often@pt.co.id,1988-07-19,Wanita,Subulussalam,"Jl. Jend. A. Yani No. 1, Bogor, YO 04204"
578,Maya Lazuardi,2025-08-06,+62-015-227-670,staf578_seven-toward-main@pd.mil.id,1985-11-10,Wanita,Ambon,"Gg. K.H. Wahid Hasyim No. 602, Bima, SR 98007"
579,T. Catur Narpati,2024-08-03,+62-0625-079-85,staf579_person-talk-soon@cv.sch.id,1993-09-24,Wanita,Depok,"Gang M.T Haryono No. 694, Dumai, Kepulauan Riau 86472"
580,Salimah Laksmiwati,2024-02-13,+62 (099) 150 7,staf580_small-near-pretty@perum.web.id,1998-07-03,Wanita,Malang,"Gang K.H. Wahid Hasyim No. 295, Padangpanjang, SB 67074"
581,Sabri Safitri,2024-04-20,+62 (0668) 387-,staf581_base-space-always@perum.org,1995-11-12,Wanita,Surabaya,"Jalan Siliwangi No. 08, Banda Aceh, Bengkulu 84612"
582,"Jaiman Mustofa, S.IP",2025-05-25,(0832) 907 4238,staf582_present-break@perum.int,1997-06-11,Wanita,Padang,"Jl. Cikutra Barat No. 325, Bontang, SR 74224"
583,Jessica Rajata,2025-12-03,+62 (210) 445 1,staf583_send-note-war@ud.mil,2001-12-16,Wanita,Ternate,"Jl. W.R. Supratman No. 25, Mojokerto, KR 43776"
584,Rahman Astuti,2025-04-07,+62 (47) 378 78,staf584_whether-south-own@perum.biz.id,1988-12-21,Wanita,Sorong,"Jalan Rajawali Barat No. 82, Balikpapan, SN 06492"
585,Dono Maulana,2024-10-24,+62-0380-217-68,staf585_trade-different@ud.edu,1999-06-17,Wanita,Padang Sidempuan,"Gg. Rungkut Industri No. 986, Kendari, Bali 20167"
586,Karna Siregar,2025-12-07,+62 (60) 588-94,staf586_owner-vote-itself@ud.int,1991-06-30,Wanita,Bandar Lampung,"Gang Waringin No. 9, Tebingtinggi, JK 03580"
587,"Cornelia Natsir, S.Psi",2024-12-23,+62 (053) 833-3,staf587_kind-they-past-upon@pt.id,1992-05-26,Wanita,Banda Aceh,"Gang Surapati No. 0, Banjar, Bengkulu 84774"
588,Mariadi Pratiwi,2024-06-12,+62 (796) 837-3,staf588_my-ability-blood@cv.my.id,1991-08-16,Wanita,Tarakan,"Gang W.R. Supratman No. 9, Kupang, RI 72517"
589,R.A. Puput Prasetya,2025-11-28,+62 (0663) 265 ,staf589_tonight-camera@perum.edu,2001-02-05,Laki-Laki,Kota Administrasi Jakarta Timur,"Gang Raya Ujungberung No. 8, Tidore Kepulauan, BT 16772"
590,"Devi Kusmawati, M.Ak",2025-12-16,+62-23-530-6586,staf590_speech-dinner-girl@cv.com,2004-04-04,Laki-Laki,Solok,"Jl. Erlangga No. 0, Kota Administrasi Jakarta Barat, KR 84886"
591,Asirwanda Astuti,2025-03-12,+62-0508-684-79,staf591_phone-ability@cv.net.id,1992-10-20,Wanita,Cilegon,"Jl. Cihampelas No. 4, Tasikmalaya, JA 19122"
592,"Gabriella Mahendra, S.Psi",2025-07-24,+62-021-520-331,staf592_defense-the-major@perum.ponpes.id,2003-06-09,Wanita,Gorontalo,"Gg. Cikapayang No. 1, Pagaralam, SR 54435"
593,Ika Lazuardi,2025-03-22,(091) 510 3748,staf593_he-wish-whose-whom@pt.com,1996-03-14,Wanita,Padangpanjang,"Gang Dipatiukur No. 203, Palangkaraya, JI 96068"
594,Edi Maryati,2024-07-22,(0862) 722-6943,staf594_education-cost-put@pt.my.id,1997-08-12,Wanita,Banda Aceh,"Gang Sadang Serang No. 726, Depok, JB 15134"
595,Dalima Safitri,2025-04-12,+62 (400) 990-6,staf595_radio-one-nature@pd.go.id,1990-03-12,Wanita,Pontianak,"Gg. Moch. Toha No. 518, Batu, Kalimantan Utara 46473"
596,"T. Bakiadi Suartini, S.T.",2024-09-25,+62-039-706-233,staf596_drop-part-response@pt.org,1992-04-01,Laki-Laki,Depok,"Gang Bangka Raya No. 381, Kota Administrasi Jakarta Timur, Sulawesi Tenggara 75036"
597,Gatra Usada,2024-01-12,083 083 2777,staf597_drop-effort-seven@perum.ac.id,1996-11-29,Wanita,Lhokseumawe,"Jalan Ahmad Dahlan No. 6, Mataram, PB 36704"
598,"H. Kariman Maryati, M.Ak",2025-06-30,089 036 4886,staf598_prepare-specific@ud.web.id,1988-02-24,Wanita,Subulussalam,"Jalan BKR No. 8, Banjar, BT 36067"
599,Soleh Widiastuti,2025-01-10,+62 (006) 295-4,staf599_people-set-above@pd.com,2004-12-29,Laki-Laki,Cimahi,"Gg. Ir. H. Djuanda No. 41, Palembang, NB 21118"
600,"Hj. Wulan Januar, S.E.",2024-05-05,+62 (013) 048-3,staf600_blue-since-group@pt.mil.id,2000-05-06,Wanita,Mataram,"Gg. Monginsidi No. 01, Palopo, Kalimantan Tengah 46043"
601,"R. Kiandra Thamrin, S.Farm",2025-04-20,(079) 619 2374,staf601_under-republican@perum.ac.id,2004-11-15,Laki-Laki,Sorong,"Jl. Stasiun Wonokromo No. 8, Samarinda, Nusa Tenggara Barat 70494"
602,Almira Yuliarti,2024-09-29,+62 (0861) 505 ,staf602_floor-boy-matter@pd.go.id,1999-03-20,Wanita,Palembang,"Gg. Sentot Alibasa No. 9, Bandung, BA 78775"
603,Gamblang Natsir,2025-04-20,+62 (028) 061 4,staf603_spring-author@perum.mil.id,2005-03-20,Wanita,Bandar Lampung,"Jalan Kutisari Selatan No. 6, Prabumulih, SU 49740"
604,Anastasia Zulaika,2025-07-01,+62-227-862-555,staf604_listen-good-ready@pt.ponpes.id,1992-05-25,Wanita,Pasuruan,"Gang Dipatiukur No. 09, Palopo, Lampung 77724"
605,Cici Farida,2024-10-04,+62 (930) 255 6,staf605_head-live-off@cv.co.id,1993-08-01,Laki-Laki,Sorong,"Jl. Cempaka No. 017, Kota Administrasi Jakarta Utara, Papua 51635"
606,Uda Zulkarnain,2025-10-06,+62 (013) 151-7,staf606_visit-threat-social@pt.net,1998-12-26,Laki-Laki,Bitung,"Gang Dr. Djunjunan No. 723, Purwokerto, RI 05908"
607,Elma Usada,2025-09-15,+62-099-032-738,staf607_bill-far-clearly@cv.go.id,1992-11-12,Laki-Laki,Samarinda,"Gang Wonoayu No. 45, Tanjungpinang, Jawa Timur 95671"
608,"dr. Melinda Adriansyah, S.E.I",2025-10-14,+62 (0467) 237 ,staf608_short-third-parent@ud.sch.id,1992-08-10,Wanita,Kota Administrasi Jakarta Timur,"Gg. K.H. Wahid Hasyim No. 69, Tanjungbalai, Sulawesi Selatan 95890"
609,Septi Dongoran,2025-10-12,+62 (0981) 679 ,staf609_money-type-hit@cv.mil.id,1986-09-07,Laki-Laki,Manado,"Jl. Pacuan Kuda No. 595, Banjar, Kalimantan Utara 77904"
610,R. Rika Uyainah,2024-05-02,+62 (92) 884 99,staf610_day-point-box-well@perum.mil.id,1995-01-19,Laki-Laki,Jayapura,"Jl. Moch. Toha No. 2, Tarakan, Bengkulu 99910"
611,Yuliana Nainggolan,2025-05-04,0884034425,staf611_cause-nor-able-send@cv.int,1990-05-29,Wanita,Malang,"Gg. Pacuan Kuda No. 88, Palopo, JB 93711"
612,Damar Sirait,2025-06-09,+62-794-121-255,staf612_produce-only-remain@pt.org,1987-02-01,Laki-Laki,Ambon,"Gang Suniaraja No. 0, Payakumbuh, JT 47927"
613,"Tgk. Hasna Hutasoit, M.Kom.",2025-05-10,089 407 4039,staf613_group-sense-all@ud.sch.id,1987-09-21,Wanita,Mojokerto,"Gg. Rumah Sakit No. 332, Dumai, Aceh 58916"
614,Chelsea Pratama,2024-04-23,+62-418-519-581,staf614_involve-security@perum.web.id,2003-01-24,Laki-Laki,Sukabumi,"Gg. Sukabumi No. 5, Bau-Bau, Kalimantan Timur 11350"
615,Lili Usada,2024-09-19,081 488 9758,staf615_start-rise-month@cv.go.id,1996-02-18,Laki-Laki,Medan,"Jl. Erlangga No. 06, Kota Administrasi Jakarta Timur, KR 42375"
616,"T. Abyasa Maryadi, S.T.",2025-04-19,+62 (042) 259 5,staf616_hear-effort-man@pd.ac.id,1998-03-02,Wanita,Bandung,"Gg. Veteran No. 13, Bogor, Jambi 24470"
617,Mumpuni Wasita,2025-07-09,+62-17-612-2366,staf617_produce-who@pd.desa.id,1985-12-04,Laki-Laki,Surabaya,"Jl. Pasirkoja No. 0, Palembang, Sumatera Utara 57958"
618,Sutan Mahfud Yolanda,2024-05-26,0837296941,staf618_between-system@ud.gov,2000-08-05,Wanita,Kota Administrasi Jakarta Pusat,"Jalan Cikutra Timur No. 882, Banjarbaru, KU 87152"
619,Pardi Sihombing,2024-11-09,+62 (45) 207 93,staf619_program-might@cv.org,2003-04-29,Wanita,Padang Sidempuan,"Gang Ciumbuleuit No. 3, Bontang, Kalimantan Timur 31205"
620,"Ismail Siregar, S.Pd",2025-07-21,(0973) 592-6758,staf620_member-ok-treatment@cv.go.id,1985-11-20,Laki-Laki,Denpasar,"Gg. Antapani Lama No. 38, Gorontalo, BT 24693"
621,Malik Sirait,2024-01-15,(056) 846-6152,staf621_your-far-will-class@cv.go.id,1996-03-19,Laki-Laki,Padang,"Gang Merdeka No. 9, Pagaralam, YO 56395"
622,Gina Hassanah,2025-12-09,087 628 2091,staf622_table-painting-own@pd.web.id,1992-12-05,Laki-Laki,Tidore Kepulauan,"Gang Kapten Muslihat No. 38, Palangkaraya, KI 72177"
623,"T. Akarsana Mandala, S.Pt",2024-06-24,+62 (0204) 685-,staf623_almost-across-role@ud.id,1991-02-25,Wanita,Bandung,"Jl. Moch. Toha No. 936, Palembang, MU 64738"
624,Wardaya Pranowo,2024-09-20,(0659) 177-1486,staf624_prepare-important@pd.ac.id,2003-02-13,Wanita,Meulaboh,"Gang Monginsidi No. 382, Tangerang Selatan, BB 13179"
625,Yusuf Maheswara,2025-10-31,+62-044-275-460,staf625_concern-good@ud.int,1995-05-30,Laki-Laki,Kota Administrasi Jakarta Selatan,"Gg. Sadang Serang No. 2, Tangerang, NB 95511"
626,Salsabila Hardiansyah,2024-04-23,+62 (20) 930 00,staf626_such-often-hope-day@cv.edu,2002-01-10,Wanita,Padang,"Jl. Rajawali Barat No. 6, Madiun, SR 21212"
627,"drg. Ika Mansur, S.E.",2024-02-24,+62 (0579) 661 ,staf627_kind-sit-evidence@pt.go.id,2003-09-27,Wanita,Dumai,"Gg. Siliwangi No. 28, Sabang, Gorontalo 36869"
628,Dinda Pertiwi,2025-06-30,+62 (449) 914-4,staf628_ask-for-wonder@ud.my.id,1985-12-04,Wanita,Banjar,"Gang Pelajar Pejuang No. 8, Pariaman, Banten 04938"
629,"Gatot Pratiwi, S.Sos",2024-04-26,+62 (0042) 499 ,staf629_research-anything@perum.net.id,1993-12-29,Wanita,Tanjungpinang,"Gang Otto Iskandardinata No. 7, Banda Aceh, Jawa Timur 42819"
630,Bakianto Hidayat,2024-03-18,0890201345,staf630_interview-line@ud.edu,1998-01-22,Wanita,Lhokseumawe,"Jalan Wonoayu No. 79, Bogor, Sulawesi Barat 47973"
631,"Ajiono Yuliarti, S.Ked",2025-04-26,+62-081-676-788,staf631_again-analysis@ud.mil,1990-12-24,Wanita,Samarinda,"Jalan Kapten Muslihat No. 334, Lubuklinggau, Kalimantan Timur 71183"
632,KH. Ajiono Namaga,2025-11-19,+62 (0499) 394 ,staf632_add-mouth-ability@perum.co.id,1993-03-24,Laki-Laki,Magelang,"Jalan Bangka Raya No. 646, Banjarbaru, GO 93447"
633,H. Indra Purwanti,2024-09-10,+62 (546) 149-8,staf633_word-voice-kitchen@perum.ponpes.id,1992-02-12,Wanita,Cirebon,"Gg. Asia Afrika No. 6, Semarang, Sulawesi Tengah 55028"
634,Jaeman Thamrin,2025-06-27,+62 (0769) 171-,staf634_leg-really-mrs-eat@perum.gov,1997-10-30,Wanita,Tual,"Gang Dipatiukur No. 10, Batu, YO 01108"
635,Drs. Septi Kuswandari,2024-06-26,+62 (0687) 529-,staf635_skill-but-provide@ud.biz.id,1990-05-22,Wanita,Payakumbuh,"Jalan Tubagus Ismail No. 330, Pekalongan, Sulawesi Tengah 34508"
636,Hj. Gina Dabukke,2025-12-17,+62 (806) 873-7,staf636_free-student-try@pd.mil,1998-04-06,Wanita,Makassar,"Gang Erlangga No. 69, Magelang, Lampung 68801"
637,Icha Saptono,2025-10-23,+62-0738-586-93,staf637_series-democratic@pd.com,1986-03-24,Wanita,Kendari,"Gg. Ciwastra No. 99, Bandung, Bali 40949"
638,Tgk. Diah Hasanah,2025-11-24,+62-299-199-264,staf638_evening-free-method@perum.co.id,1991-03-04,Laki-Laki,Payakumbuh,"Jalan M.T Haryono No. 005, Kota Administrasi Jakarta Selatan, BT 78085"
639,Dimas Pratiwi,2025-07-14,0887725551,staf639_serious-prepare@ud.or.id,2002-12-31,Laki-Laki,Tebingtinggi,"Gg. Surapati No. 57, Manado, KU 07517"
640,Farhunnisa Nuraini,2024-03-09,084 612 6439,staf640_way-recent@perum.mil.id,1987-06-07,Wanita,Malang,"Gang Pasirkoja No. 61, Tidore Kepulauan, KU 03205"
641,"Victoria Sinaga, S.E.I",2025-01-07,+62 (0097) 331-,staf641_keep-here-southern@pt.ac.id,1986-12-11,Laki-Laki,Pontianak,"Gang Suniaraja No. 8, Tarakan, KR 82453"
642,Ir. Icha Nasyidah,2025-07-08,0877991667,staf642_anything-unit-kind@pd.biz.id,1998-07-17,Wanita,Bitung,"Jalan M.H Thamrin No. 64, Palopo, LA 49262"
643,"Gamblang Wasita, S.Pt",2025-08-04,+62 (0078) 869 ,staf643_own-detail-we-upon@cv.desa.id,2000-07-02,Laki-Laki,Padangpanjang,"Jalan Kapten Muslihat No. 634, Padang, SR 43013"
644,Syahrini Haryanti,2025-01-17,083 201 3842,staf644_serve-style-put@pt.co.id,2003-02-08,Laki-Laki,Bengkulu,"Jl. Gedebage Selatan No. 46, Tarakan, YO 35039"
645,"R. Anggabaya Siregar, S.Sos",2025-08-09,+62 (43) 471-52,staf645_star-contain@pd.net.id,1990-04-21,Laki-Laki,Pariaman,"Jalan Kendalsari No. 4, Bima, Papua 03703"
646,Najwa Mahendra,2024-03-29,+62 (089) 826 2,staf646_daughter-fish@cv.go.id,2001-10-14,Laki-Laki,Kota Administrasi Jakarta Timur,"Jl. Rawamangun No. 47, Cirebon, Kepulauan Bangka Belitung 42129"
647,Queen Puspasari,2024-12-07,(0978) 222-9346,staf647_your-claim-party@cv.mil,2001-03-27,Wanita,Gorontalo,"Gang Sadang Serang No. 8, Ambon, GO 91467"
648,"Michelle Widiastuti, S.I.Kom",2024-03-23,+62-014-213-867,staf648_with-hotel-late@cv.com,1988-08-20,Wanita,Sungai Penuh,"Gang Suryakencana No. 56, Pematangsiantar, Jawa Barat 04644"
649,Marsudi Hassanah,2025-08-05,+62-021-618-606,staf649_society-chair@cv.mil.id,1989-03-16,Wanita,Pekalongan,"Gang Gegerkalong Hilir No. 64, Bitung, Nusa Tenggara Timur 84525"
650,Dalimin Thamrin,2025-02-19,0835629680,staf650_spring-ahead-likely@ud.sch.id,1994-09-06,Wanita,Banjarmasin,"Gg. Raya Setiabudhi No. 90, Subulussalam, Jambi 98607"
651,Dariati Simbolon,2024-09-25,+62 (183) 170 6,staf651_none-whatever@ud.web.id,1997-04-13,Laki-Laki,Tidore Kepulauan,"Gang Sentot Alibasa No. 98, Batu, Lampung 06215"
652,"Estiawan Nasyidah, M.TI.",2025-07-25,0827120842,staf652_stuff-bring-story@pt.gov,2005-03-27,Laki-Laki,Cirebon,"Jalan Tebet Barat Dalam No. 449, Salatiga, DKI Jakarta 27063"
653,Tina Rahmawati,2024-05-31,+62-017-745-348,staf653_kind-ago-yard-young@ud.go.id,1995-07-13,Laki-Laki,Magelang,"Jl. Rawamangun No. 422, Kupang, Jawa Timur 58729"
654,Tira Utami,2025-12-30,+62 (084) 815-1,staf654_seven-participant@cv.mil.id,1994-02-17,Laki-Laki,Mojokerto,"Gang Indragiri No. 163, Sibolga, GO 44246"
655,drg. Lulut Suryatmi,2024-09-16,+62-0126-891-28,staf655_get-really-receive@cv.web.id,2001-08-06,Wanita,Kotamobagu,"Gang Yos Sudarso No. 53, Sukabumi, Papua Barat 47342"
656,"KH. Bagas Siregar, S.Pt",2025-11-12,(027) 334 5885,staf656_beautiful-along@perum.desa.id,1985-10-11,Laki-Laki,Pontianak,"Gg. Bangka Raya No. 1, Palopo, RI 22306"
657,Sutan Karja Mahendra,2025-05-26,+62 (0959) 703 ,staf657_recent-interview@pt.com,1987-10-06,Wanita,Balikpapan,"Gang Raya Setiabudhi No. 8, Bau-Bau, SS 10094"
658,Nabila Astuti,2024-03-30,+62 (0671) 605 ,staf658_place-follow-much@perum.ponpes.id,1997-09-05,Wanita,Kotamobagu,"Jl. Erlangga No. 0, Pangkalpinang, Gorontalo 26523"
659,Bahuwirya Mulyani,2025-05-05,(0668) 633-9803,staf659_way-small-my-manage@ud.net.id,2003-08-20,Wanita,Dumai,"Gg. Pelajar Pejuang No. 21, Prabumulih, Nusa Tenggara Barat 47767"
660,"H. Irfan Laksita, S.Farm",2025-11-22,+62 (0257) 516-,staf660_science-middle@perum.ponpes.id,1994-08-27,Laki-Laki,Sungai Penuh,"Gang Astana Anyar No. 02, Pekanbaru, SB 69835"
661,"Nadine Firgantoro, M.Kom.",2024-06-23,(0746) 302 0199,staf661_door-theory-memory@ud.edu,1996-02-17,Laki-Laki,Cilegon,"Gang Dr. Djunjunan No. 1, Tanjungbalai, SS 06234"
662,"Dartono Halim, M.Farm",2025-02-15,+62 (12) 382-71,staf662_pm-itself-feel-well@pd.com,1986-05-01,Laki-Laki,Meulaboh,"Jalan Sukajadi No. 6, Tangerang, NB 36042"
663,Cici Hutapea,2024-03-26,(019) 273-2323,staf663_by-science@pt.gov,1988-10-31,Laki-Laki,Tanjungpinang,"Gang Erlangga No. 439, Cimahi, JT 57809"
664,H. Surya Widodo,2025-12-18,(0505) 272 8486,staf664_up-project-mission@pd.org,2004-03-10,Laki-Laki,Padang,"Jalan Jayawijaya No. 0, Batu, Sulawesi Barat 07708"
665,"Gaduh Wahyuni, S.Farm",2024-07-05,+62-40-575-4098,staf665_great-action-yeah@cv.biz.id,1992-12-12,Laki-Laki,Surakarta,"Gg. Kiaracondong No. 33, Meulaboh, Maluku Utara 92313"
666,Sarah Winarsih,2025-12-09,0854220695,staf666_focus-growth@pt.id,1993-05-11,Wanita,Bima,"Gang Ciwastra No. 00, Lubuklinggau, NT 66142"
667,Imam Wahyudin,2024-09-24,(0617) 417 2938,staf667_six-picture-ok@pt.biz.id,1986-10-20,Wanita,Yogyakarta,"Jl. PHH. Mustofa No. 501, Padang Sidempuan, KR 51708"
668,"Drs. Chelsea Najmudin, S.E.",2025-08-05,+62 (061) 360 4,staf668_expert-detail@perum.ac.id,2005-06-11,Wanita,Sabang,"Gg. W.R. Supratman No. 224, Blitar, Kalimantan Tengah 34067"
669,Kamal Sihombing,2024-11-03,(007) 060 3485,staf669_though-sell-few@cv.sch.id,2002-06-18,Wanita,Mojokerto,"Jl. Bangka Raya No. 10, Sawahlunto, DI Yogyakarta 52748"
670,Mahesa Rahmawati,2024-12-27,+62 (0339) 756 ,staf670_international-drop@ud.mil.id,2003-11-21,Laki-Laki,Batu,"Jl. Gegerkalong Hilir No. 9, Kota Administrasi Jakarta Selatan, Bali 08255"
671,Opan Nuraini,2024-12-05,+62 (853) 905-0,staf671_show-economic-next@ud.my.id,2003-04-12,Wanita,Kota Administrasi Jakarta Pusat,"Jalan Gedebage Selatan No. 6, Bandung, JI 92410"
