Pengacara_ID,Nama_Pengacara,Tgl_Bgb_Pca,Spesialisasi,No_Tlp_Pca,Alamat_Pengacara,Email_Pengacara,Tempat_Lahir_Pca,Tgl_Lhr_Pca,Gender_Pengacara
121,Paulin Simanjuntak,2025-04-26,Hukum Pajak,+62-073-411-251,"Gg. Cikutra Timur No. 13, Lhokseumawe, BA 20480",pengacara121_speech-second@perum.go.id,Kotamobagu,1987-02-12,Wanita
122,"Eli Kusmawati, M.TI.",2024-05-11,Hukum Tata Negara,+62 (0755) 560-,"Jalan W.R. Supratman No. 6, Lubuklinggau, PA 80806",pengacara122_attorney-stay@cv.id,Bengkulu,1995-09-04,Wanita
123,Caket Fujiati,2024-02-18,Hukum Perdata,(074) 541 7150,"Gg. Sadang Serang No. 725, Medan, Riau 88516",pengacara123_their-nor-network@pd.edu,Banjarmasin,1991-05-16,Wanita
124,Ghaliyati Manullang,2024-01-27,Hukum Pajak,+62-10-689-9452,"Gang Astana Anyar No. 69, Pekanbaru, KI 51218",pengacara124_series-can-trial@cv.go.id,Ternate,1993-05-09,Wanita
125,Waluyo Hakim,2024-11-20,Hukum Bisnis,+62 (450) 412 3,"Jalan Cihampelas No. 30, Mataram, DI Yogyakarta 00706",pengacara125_box-owner-structure@cv.org,Pontianak,1979-07-08,Wanita
126,Ega Permata,2024-05-14,Hukum Keluarga,+62 (083) 633 0,"Gang Ir. H. Djuanda No. 28, Samarinda, Kalimantan Tengah 00711",pengacara126_although-enjoy@pt.sch.id,Kediri,1971-02-24,Laki-Laki
127,Rahmi Damanik,2025-12-19,Hukum Kepailitan,0837678521,"Gg. Monginsidi No. 06, Bitung, Papua Barat 23053",pengacara127_debate-call-report@pd.desa.id,Palembang,1995-09-24,Laki-Laki
128,"Ir. Kamila Maulana, S.Pd",2024-05-26,Hukum Kepailitan,+62 (069) 379-9,"Jalan BKR No. 6, Denpasar, KI 97834",pengacara128_five-nice-he-one@perum.my.id,Tidore Kepulauan,1978-12-09,Wanita
129,"drg. Tira Prakasa, S.E.I",2024-09-10,Hukum Bisnis,+62 (0135) 238-,"Gg. Ronggowarsito No. 7, Jambi, Jawa Barat 83035",pengacara129_store-bad-listen@ud.int,Sukabumi,1985-05-01,Laki-Laki
130,"Dr. Jasmin Suryatmi, S.E.",2025-03-22,Hukum Pajak,+62 (92) 130 22,"Jalan Yos Sudarso No. 73, Pontianak, ST 59507",pengacara130_later-to-ball-bar@pd.go.id,Padang Sidempuan,1979-08-18,Wanita
131,Tomi Rahmawati,2024-07-16,Hukum Perdata,(073) 283 1073,"Gang Rungkut Industri No. 91, Medan, Papua 78874",pengacara131_six-degree@ud.go.id,Surakarta,1978-11-06,Laki-Laki
132,"Widya Lazuardi, S.I.Kom",2025-02-19,Hukum Keluarga,+62 (49) 708-07,"Jalan Ahmad Yani No. 4, Bima, Aceh 84929",pengacara132_water-team-forward@cv.go.id,Bandung,1985-08-10,Wanita
133,Opan Purwanti,2025-09-26,Hukum Pidana,(0164) 028 2041,"Jalan PHH. Mustofa No. 455, Sukabumi, Riau 45007",pengacara133_eye-method-audience@cv.ponpes.id,Probolinggo,1973-06-01,Wanita
134,Perkasa Suartini,2024-07-01,Hukum Perdata,0895968234,"Gang Setiabudhi No. 2, Langsa, KI 19078",pengacara134_management-player@cv.net,Metro,1980-10-15,Laki-Laki
135,"drg. Fathonah Suryatmi, S.H.",2025-04-16,Hukum Keluarga,+62 (50) 695-60,"Gg. Pelajar Pejuang No. 009, Tomohon, Sumatera Selatan 83048",pengacara135_word-white-southern@perum.ac.id,Padang,1995-12-21,Wanita
136,Nalar Hardiansyah,2025-07-16,Hukum Kepailitan,+62-0935-582-98,"Gang Otto Iskandardinata No. 117, Palopo, Sumatera Barat 65658",pengacara136_nearly-sign-discuss@ud.biz.id,Salatiga,1971-01-15,Wanita
137,Sadina Hidayat,2025-05-07,Hukum Properti,+62-007-858-592,"Jl. Rawamangun No. 13, Metro, DKI Jakarta 27478",pengacara137_join-student@ud.ponpes.id,Banjar,1972-10-02,Laki-Laki
138,"Tgk. Wulan Gunawan, M.Pd",2024-10-15,Hukum Kepailitan,084 232 8992,"Jalan Kendalsari No. 459, Pematangsiantar, Sulawesi Utara 06523",pengacara138_with-best-state@pt.my.id,Tegal,1986-09-14,Wanita
139,Iriana Hutapea,2025-10-06,Hukum Kepailitan,082 495 1160,"Gang Sentot Alibasa No. 961, Kendari, KR 39091",pengacara139_late-television@ud.sch.id,Tangerang,1989-02-05,Laki-Laki
140,"Prayoga Narpati, S.Pd",2024-10-24,Hukum Keluarga,0896427511,"Jl. Merdeka No. 79, Padang Sidempuan, Kalimantan Timur 87477",pengacara140_church-product@ud.edu,Subulussalam,1995-08-03,Laki-Laki
141,Xanana Handayani,2025-01-13,Hukum Perdata,+62 (0371) 093-,"Jalan Gardujati No. 23, Kupang, Kalimantan Tengah 55845",pengacara141_behind-employee-tv@ud.int,Tual,1972-12-06,Laki-Laki
142,Irsad Mulyani,2025-10-02,Hukum Keluarga,+62 (836) 718 8,"Jalan Kutai No. 5, Malang, Nusa Tenggara Timur 80382",pengacara142_situation-election@perum.web.id,Samarinda,1973-04-02,Laki-Laki
143,Hj. Uchita Wulandari,2024-10-21,Hukum Pajak,+62 (084) 129 7,"Gg. Suniaraja No. 576, Cilegon, Aceh 77994",pengacara143_story-each-me-can@cv.web.id,Samarinda,1971-04-22,Laki-Laki
144,"Luthfi Astuti, M.Farm",2024-04-12,Hukum Pidana,+62 (0446) 556-,"Gang Dr. Djunjunan No. 11, Parepare, Aceh 94298",pengacara144_professor-also-pm@pt.int,Payakumbuh,1974-02-08,Laki-Laki
145,"Drs. Kartika Mandala, S.H.",2025-10-05,Hukum Bisnis,+62 (65) 615 82,"Gg. Cikapayang No. 34, Sukabumi, SU 20704",pengacara145_nor-main-hold-movie@pt.id,Tual,1983-11-23,Wanita
146,Yani Sihotang,2025-02-24,Hukum Pidana,(0419) 064 5621,"Gang Monginsidi No. 001, Pasuruan, SS 97709",pengacara146_industry@ud.net.id,Manado,1973-05-07,Laki-Laki
147,Sakura Dabukke,2024-06-07,Hukum Perdata,+62 (67) 776 41,"Gang Erlangga No. 4, Tanjungpinang, BT 59977",pengacara147_especially-right@pd.my.id,Surabaya,1980-02-19,Wanita
148,Dr. Respati Anggriawan,2025-03-15,Hukum Properti,+62 (68) 836-51,"Gang Pasirkoja No. 186, Surabaya, Sulawesi Barat 56159",pengacara148_get-data-space@ud.desa.id,Semarang,1975-05-10,Wanita
149,dr. Ifa Yuliarti,2025-07-29,Hukum Perdata,(077) 289 9988,"Jl. W.R. Supratman No. 88, Banjar, Lampung 04843",pengacara149_space-serious@perum.com,Purwokerto,1993-04-26,Laki-Laki
150,Yusuf Mayasari,2024-10-06,Hukum Keluarga,+62-667-942-954,"Gang Pacuan Kuda No. 320, Tanjungpinang, Jawa Barat 31034",pengacara150_his-could-man-pm@pd.co.id,Pekanbaru,1984-02-12,Laki-Laki
151,Silvia Mustofa,2024-04-07,Hukum Kepailitan,+62-520-153-464,"Jalan Rawamangun No. 262, Cimahi, Jambi 94650",pengacara151_political-accept@pt.my.id,Tebingtinggi,1992-10-09,Wanita
152,R. Icha Wijaya,2025-05-13,Hukum Tata Negara,+62 (0315) 474-,"Jl. Jamika No. 96, Mojokerto, Sulawesi Tengah 00943",pengacara152_alone-agree@perum.org,Tebingtinggi,1988-12-14,Wanita
153,"Lutfan Nugroho, S.Psi",2025-08-06,Hukum Properti,+62 (44) 727-09,"Gang Yos Sudarso No. 2, Pangkalpinang, BE 69613",pengacara153_southern-each-fund@pd.ac.id,Tidore Kepulauan,1972-08-19,Wanita
154,"Bakiman Adriansyah, S.E.I",2025-06-24,Hukum Properti,+62 (022) 431 9,"Gg. Setiabudhi No. 6, Solok, BT 72471",pengacara154_artist-plan-two@perum.co.id,Ambon,1986-11-13,Wanita
155,Hafshah Irawan,2025-04-03,Hukum Bisnis,+62-0807-064-50,"Jalan Pasteur No. 3, Tanjungpinang, Sulawesi Selatan 51690",pengacara155_onto-available@cv.mil,Batu,1995-05-04,Wanita
156,Rizki Jailani,2024-06-13,Hukum Tata Negara,(035) 647 6701,"Jalan BKR No. 6, Palu, ST 60505",pengacara156_their-only-despite@pt.org,Langsa,1986-08-25,Laki-Laki
157,Ida Halim,2025-03-27,Hukum Perdata,0876493807,"Jl. Stasiun Wonokromo No. 424, Jambi, BA 71379",pengacara157_attack-if@pt.sch.id,Bima,1977-05-31,Wanita
158,Hardi Wijaya,2025-03-20,Hukum Bisnis,+62 (70) 253-82,"Jalan Gardujati No. 9, Tarakan, Maluku Utara 88966",pengacara158_store-opportunity@perum.go.id,Tebingtinggi,1975-09-03,Laki-Laki
159,"Puti Widya Hardiansyah, M.Pd",2025-01-28,Hukum Perdata,080 947 9765,"Jl. Laswi No. 5, Tanjungpinang, Lampung 60584",pengacara159_listen-the-affect@pd.id,Bitung,1989-07-20,Laki-Laki
160,"Drs. Jabal Hutasoit, M.TI.",2024-07-02,Hukum Pajak,+62-032-111-003,"Gg. Asia Afrika No. 6, Pasuruan, Nusa Tenggara Barat 87217",pengacara160_successful-here-big@pt.gov,Bengkulu,1991-05-12,Wanita
161,Sari Utami,2024-12-18,Hukum Properti,+62 (79) 329 65,"Jalan Kebonjati No. 51, Mataram, Kalimantan Timur 56106",pengacara161_at-official-safe@pd.biz.id,Meulaboh,1977-04-30,Laki-Laki
162,Jasmani Hartati,2024-08-24,Hukum Bisnis,+62 (06) 096 66,"Gang Kendalsari No. 43, Surabaya, PB 86690",pengacara162_animal-thus-west@perum.sch.id,Tasikmalaya,1979-06-29,Laki-Laki
163,R. Marwata Januar,2024-05-27,Hukum Keluarga,+62 (746) 289-0,"Jl. Suryakencana No. 4, Padang, BT 93615",pengacara163_need-out-avoid@pt.edu,Kendari,1984-11-24,Laki-Laki
164,"Uli Agustina, S.I.Kom",2025-05-15,Hukum Pajak,+62 (673) 068-9,"Jalan Astana Anyar No. 54, Tual, Papua Barat 36490",pengacara164_significant-compare@pt.gov,Gorontalo,1986-04-23,Laki-Laki
165,Kamaria Wahyuni,2024-05-03,Hukum Pidana,+62 (34) 283-13,"Jalan Erlangga No. 9, Langsa, KU 59633",pengacara165_actually-among@pd.co.id,Pasuruan,1986-12-04,Wanita
166,"Mahesa Nababan, M.TI.",2025-12-19,Hukum Properti,+62-0711-285-29,"Jalan Dr. Djunjunan No. 844, Pagaralam, NB 43277",pengacara166_training-describe@pt.ponpes.id,Pontianak,1970-10-27,Wanita
167,"R.A. Latika Kurniawan, M.M.",2025-10-06,Hukum Pajak,0896321264,"Gang Monginsidi No. 9, Palopo, Kalimantan Utara 26880",pengacara167_consumer-analysis@perum.id,Surakarta,1989-04-14,Wanita
168,Hj. Iriana Lestari,2024-07-17,Hukum Keluarga,+62 (0849) 410-,"Gg. Cikapayang No. 508, Prabumulih, DI Yogyakarta 06247",pengacara168_bar-this-recognize@pt.sch.id,Surabaya,1995-11-20,Wanita
169,Wulan Waluyo,2025-12-18,Hukum Pajak,+62 (308) 622 6,"Gg. Ronggowarsito No. 99, Madiun, Sumatera Barat 41848",pengacara169_base-require-nor@perum.web.id,Bima,1973-05-31,Wanita
170,Gading Hidayanto,2024-09-30,Hukum Properti,+62 (0400) 277-,"Jalan Kapten Muslihat No. 8, Bontang, JI 57097",pengacara170_help-office-animal@perum.co.id,Sungai Penuh,1991-02-28,Wanita
171,Mahfud Wijaya,2024-11-20,Hukum Pajak,+62-20-906-1625,"Jalan Raya Ujungberung No. 62, Yogyakarta, BB 35324",pengacara171_per-watch-look@perum.edu,Subulussalam,1975-08-19,Laki-Laki
172,"Jasmin Zulkarnain, S.E.",2025-08-06,Hukum Pajak,+62 (812) 251 1,"Jalan Pelajar Pejuang No. 12, Mojokerto, Kepulauan Riau 16075",pengacara172_ever-drive@perum.ac.id,Bekasi,1986-06-29,Laki-Laki
173,Maimunah Anggriawan,2024-01-10,Hukum Perdata,+62-062-125-619,"Gang Ciumbuleuit No. 90, Bogor, Riau 61130",pengacara173_investment@pd.gov,Lhokseumawe,1974-01-01,Laki-Laki
174,Laras Sudiati,2025-02-21,Hukum Properti,+62 (838) 495 5,"Gg. BKR No. 9, Pontianak, Lampung 39715",pengacara174_collection-machine@ud.com,Jambi,1990-03-28,Laki-Laki
175,"dr. Rahmi Hardiansyah, M.Ak",2025-02-01,Hukum Properti,+62 (624) 668-0,"Jalan Rumah Sakit No. 86, Langsa, PA 55726",pengacara175_consider-want@ud.com,Surabaya,1973-07-03,Laki-Laki
176,Ratna Latupono,2024-09-21,Hukum Properti,(0012) 193 6444,"Jalan Jend. Sudirman No. 3, Metro, KU 06282",pengacara176_last-wonder-machine@pd.id,Sungai Penuh,1993-04-27,Laki-Laki
177,Tania Sihombing,2024-11-26,Hukum Pidana,+62 (0982) 389 ,"Gang Monginsidi No. 013, Binjai, GO 72999",pengacara177_specific-watch-she@pd.edu,Padang Sidempuan,1974-04-11,Laki-Laki
178,Hasta Firgantoro,2024-12-21,Hukum Keluarga,(0660) 724 8142,"Gg. Cempaka No. 170, Padang Sidempuan, JI 06735",pengacara178_purpose-imagine@ud.org,Sukabumi,1981-12-21,Wanita
179,"Putri Habibi, S.T.",2025-09-25,Hukum Tata Negara,(047) 647 3054,"Gg. Erlangga No. 591, Balikpapan, ST 83201",pengacara179_century-line-civil@perum.co.id,Blitar,1991-07-06,Wanita
180,Opung Prasasta,2025-09-12,Hukum Properti,+62 (773) 754-2,"Gg. Kebonjati No. 927, Jambi, BE 05115",pengacara180_gun-pick-doctor@pd.gov,Semarang,1974-11-12,Laki-Laki
181,Rahmat Farida,2025-10-21,Hukum Pajak,+62 (974) 109-3,"Jalan Pelajar Pejuang No. 0, Tomohon, DKI Jakarta 18761",pengacara181_forget-sister-offer@ud.desa.id,Pontianak,1994-11-16,Wanita
182,Upik Sihombing,2024-07-01,Hukum Properti,+62 (041) 664-7,"Jl. Wonoayu No. 80, Bekasi, BT 74450",pengacara182_rich-notice-expert@ud.go.id,Prabumulih,1977-10-30,Wanita
183,Kadir Sinaga,2025-07-12,Hukum Pidana,+62 (430) 402-9,"Jalan M.T Haryono No. 8, Gorontalo, JI 34495",pengacara183_teach-husband@perum.my.id,Kendari,1973-08-03,Wanita
184,Kairav Irawan,2025-08-05,Hukum Properti,086 692 7493,"Gang Monginsidi No. 17, Tarakan, SG 35251",pengacara184_administration-job@cv.web.id,Banda Aceh,1984-04-06,Laki-Laki
185,Bakianto Sitorus,2025-08-01,Hukum Kepailitan,0892620910,"Gg. Tebet Barat Dalam No. 7, Sukabumi, DKI Jakarta 49354",pengacara185_age-your-send-along@pt.or.id,Bogor,1993-10-31,Wanita
186,Sabri Hartati,2024-07-05,Hukum Bisnis,(029) 700-6542,"Jalan Ciwastra No. 2, Tasikmalaya, Sumatera Selatan 27749",pengacara186_newspaper-type@pt.desa.id,Pangkalpinang,1975-12-31,Laki-Laki
187,Harjaya Siregar,2024-10-06,Hukum Tata Negara,+62 (0345) 127 ,"Jalan Laswi No. 86, Tanjungpinang, PB 25186",pengacara187_line-fly-put-make@pd.ponpes.id,Surakarta,1995-05-01,Wanita
188,Genta Sitompul,2024-11-19,Hukum Perdata,(0431) 365 6326,"Gang Antapani Lama No. 636, Palopo, Papua 76187",pengacara188_dog-imagine-price@pd.or.id,Tanjungbalai,1985-11-23,Wanita
189,Darmana Dongoran,2024-11-19,Hukum Tata Negara,+62 (0007) 026-,"Gang Kebonjati No. 771, Kediri, DI Yogyakarta 21028",pengacara189_base-financial@pt.ponpes.id,Pasuruan,1979-08-01,Laki-Laki
190,Lembah Kuswandari,2024-12-02,Hukum Properti,+62-073-058-724,"Jalan Tebet Barat Dalam No. 95, Bima, NT 65019",pengacara190_tell-new-until@perum.or.id,Kota Administrasi Jakarta Pusat,1985-11-22,Wanita
191,Waluyo Hidayanto,2024-11-12,Hukum Keluarga,+62 (945) 508 2,"Jalan PHH. Mustofa No. 82, Sorong, Banten 94464",pengacara191_coach-reveal-bar@perum.net,Ternate,1975-06-22,Laki-Laki
192,Putu Firmansyah,2024-02-29,Hukum Bisnis,+62 (0143) 580 ,"Gg. Asia Afrika No. 233, Tasikmalaya, ST 06603",pengacara192_value-place-mind@pt.biz.id,Tomohon,1988-04-29,Wanita
193,Citra Novitasari,2024-01-16,Hukum Bisnis,+62-25-238-0246,"Jalan Suniaraja No. 3, Bogor, Lampung 69597",pengacara193_measure-why-expert@perum.ponpes.id,Cimahi,1977-06-12,Laki-Laki
194,Lalita Sihombing,2025-07-01,Hukum Bisnis,+62 (0873) 738 ,"Gg. Suryakencana No. 731, Jambi, NT 82391",pengacara194_number-western-full@pd.or.id,Padang,1972-03-25,Laki-Laki
195,Rina Megantara,2024-05-20,Hukum Tata Negara,(093) 685-7348,"Jalan Setiabudhi No. 7, Jambi, Sumatera Barat 66132",pengacara195_team-traditional@cv.sch.id,Bitung,1974-03-09,Laki-Laki
196,R. Fitria Palastri,2025-04-10,Hukum Pajak,089 757 4065,"Jl. Medokan Ayu No. 557, Denpasar, PA 45357",pengacara196_thousand-father-add@ud.edu,Sibolga,1978-12-17,Wanita
197,Umi Winarno,2025-06-14,Hukum Pajak,(0121) 769-9905,"Gg. Pasirkoja No. 11, Meulaboh, Sumatera Barat 11390",pengacara197_form-management@pd.biz.id,Pekanbaru,1977-12-24,Wanita
198,"Betania Lestari, S.IP",2025-04-10,Hukum Pidana,+62 (086) 978-8,"Gg. Merdeka No. 406, Bandung, KU 42603",pengacara198_land-project-happy@perum.net.id,Pematangsiantar,1992-05-04,Wanita
199,Cakrabirawa Wahyudin,2024-09-05,Hukum Perdata,(048) 792 9450,"Gang Tubagus Ismail No. 7, Palu, Sulawesi Utara 12608",pengacara199_hotel-whatever@ud.desa.id,Lubuklinggau,1991-08-03,Laki-Laki
200,Vanya Saefullah,2025-01-04,Hukum Bisnis,+62 (70) 817-99,"Jl. W.R. Supratman No. 442, Tarakan, NB 15093",pengacara200_last-measure-ten@pt.my.id,Palangkaraya,1984-04-12,Laki-Laki
201,"Hj. Puput Sinaga, S.I.Kom",2024-09-09,Hukum Keluarga,+62-020-150-607,"Gg. Rawamangun No. 27, Bontang, Sumatera Barat 00313",pengacara201_you-position-meet@pt.my.id,Batam,1977-12-09,Laki-Laki
202,R.M. Paiman Hardiansyah,2025-11-13,Hukum Perdata,+62 (0971) 236-,"Jalan Tubagus Ismail No. 912, Palu, Sulawesi Utara 02756",pengacara202_throw-sit-drug-can@pd.web.id,Bima,1971-07-23,Wanita
203,"Ajimin Simbolon, M.M.",2024-02-13,Hukum Pidana,+62-0039-331-92,"Jalan Pasirkoja No. 837, Medan, NB 13558",pengacara203_health-include@perum.com,Probolinggo,1978-10-06,Laki-Laki
204,Icha Lestari,2024-12-02,Hukum Keluarga,+62 (077) 401-1,"Jl. Rungkut Industri No. 62, Padang Sidempuan, SU 71805",pengacara204_knowledge-general@pd.id,Padangpanjang,1976-12-17,Laki-Laki
205,"Yance Setiawan, M.Kom.",2024-04-26,Hukum Properti,+62-0370-815-34,"Gang Cikutra Barat No. 779, Ambon, Bali 94798",pengacara205_able-north@cv.biz.id,Cimahi,1979-01-13,Wanita
206,Lintang Fujiati,2025-07-23,Hukum Keluarga,+62 (642) 542 3,"Jl. Kendalsari No. 12, Purwokerto, Kalimantan Utara 97312",pengacara206_four-establish-cup@pt.id,Tebingtinggi,1993-01-05,Laki-Laki
207,Drs. Viman Riyanti,2025-03-01,Hukum Pidana,+62 (009) 311 4,"Jalan Abdul Muis No. 560, Pasuruan, JI 41219",pengacara207_many-item-around@pd.com,Manado,1984-02-01,Laki-Laki
208,Xanana Mulyani,2024-12-06,Hukum Kepailitan,+62-087-207-416,"Gang Surapati No. 1, Malang, LA 89516",pengacara208_wait-spring-expert@cv.my.id,Pasuruan,1972-09-11,Laki-Laki
209,Raden Sinaga,2024-04-30,Hukum Bisnis,+62 (16) 209-92,"Jalan Cihampelas No. 35, Pekalongan, JT 34386",pengacara209_word-price-likely@perum.ponpes.id,Pekanbaru,1971-07-29,Laki-Laki
210,Yessi Melani,2025-03-13,Hukum Keluarga,084 488 1602,"Gang Dipatiukur No. 56, Prabumulih, Papua 27554",pengacara210_administration@ud.gov,Banjarbaru,1975-07-22,Wanita
211,"dr. Mursita Yuliarti, M.Pd",2025-01-18,Hukum Perdata,+62-008-107-047,"Jl. Joyoboyo No. 7, Serang, Papua 48397",pengacara211_sort-story-spend@pd.edu,Tegal,1993-12-21,Laki-Laki
212,Raihan Damanik,2025-03-07,Hukum Keluarga,(0903) 451 3140,"Jl. Sadang Serang No. 431, Padangpanjang, Sulawesi Barat 20194",pengacara212_simply-choice@ud.net.id,Dumai,1977-08-20,Wanita
213,"Hj. Rini Saptono, M.Kom.",2024-12-27,Hukum Keluarga,(029) 571 2322,"Jl. Jakarta No. 2, Balikpapan, SR 72273",pengacara213_kid-sing-would@pd.or.id,Pematangsiantar,1995-08-08,Wanita
214,R.A. Wulan Ramadan,2024-10-23,Hukum Pidana,+62 (41) 581-39,"Jl. Monginsidi No. 41, Banjarmasin, Papua Barat 56178",pengacara214_race-president@ud.gov,Kota Administrasi Jakarta Utara,1971-10-07,Wanita
215,Jaya Rajata,2024-10-06,Hukum Properti,+62 (857) 596-5,"Gg. Sentot Alibasa No. 389, Surabaya, KS 77021",pengacara215_record-few-key@ud.gov,Bitung,1989-04-18,Wanita
216,"Dr. Uchita Prasasta, S.Sos",2024-10-21,Hukum Properti,+62 (021) 179 4,"Gg. Rajiman No. 045, Tanjungbalai, Nusa Tenggara Timur 91868",pengacara216_green-condition@pd.mil,Sukabumi,1981-02-18,Wanita
217,"Ratih Saragih, S.Ked",2025-12-11,Hukum Properti,+62-0847-013-03,"Gg. Sentot Alibasa No. 888, Bekasi, Papua 50616",pengacara217_same-seek-something@pd.mil,Bima,1986-05-29,Laki-Laki
218,"Padmi Rahimah, S.E.I",2024-07-17,Hukum Keluarga,086 777 5139,"Jl. Pasir Koja No. 62, Banda Aceh, Sulawesi Tenggara 39251",pengacara218_travel-on-fire@perum.my.id,Bitung,1977-04-04,Laki-Laki
219,Suci Natsir,2024-01-28,Hukum Properti,0850960532,"Gg. Cihampelas No. 496, Metro, JB 19006",pengacara219_difficult-can-night@ud.gov,Mojokerto,1979-12-06,Laki-Laki
220,Lili Oktaviani,2024-11-27,Hukum Perdata,(091) 295-8207,"Jl. Ronggowarsito No. 16, Pariaman, NT 02337",pengacara220_value-herself@ud.net.id,Sorong,1986-08-07,Wanita
221,Maya Tampubolon,2024-02-03,Hukum Pajak,+62 (038) 507-4,"Gg. Sukabumi No. 1, Kendari, SB 76498",pengacara221_seem-its-then@perum.co.id,Tanjungpinang,1995-03-26,Laki-Laki
222,Yosef Rajata,2025-11-12,Hukum Keluarga,+62-0916-936-93,"Gang Cihampelas No. 44, Jayapura, Papua Barat 35988",pengacara222_professor-call-fast@pt.com,Magelang,1989-11-12,Wanita
223,"Ir. Widya Situmorang, M.Ak",2025-11-04,Hukum Tata Negara,+62 (13) 712-95,"Jl. Rungkut Industri No. 4, Kota Administrasi Jakarta Pusat, Jawa Barat 57141",pengacara223_from-west-push-just@perum.int,Kendari,1981-03-16,Laki-Laki
224,Asirwada Aryani,2024-01-30,Hukum Tata Negara,+62 (0215) 570-,"Jalan Tubagus Ismail No. 8, Langsa, Sulawesi Tengah 22105",pengacara224_role-maybe-lead@pd.my.id,Semarang,1991-01-15,Wanita
225,"dr. Mulyanto Prayoga, M.M.",2024-10-01,Hukum Perdata,+62 (013) 673 6,"Jl. Sentot Alibasa No. 4, Kota Administrasi Jakarta Utara, KR 39396",pengacara225_gas-see-finish-tree@ud.co.id,Tarakan,1989-09-22,Wanita
226,Drs. Caturangga Natsir,2024-07-03,Hukum Perdata,(081) 611-0952,"Jl. S. Parman No. 0, Kotamobagu, Papua Barat 42368",pengacara226_week-school-half-as@ud.int,Palangkaraya,1995-12-12,Laki-Laki
227,Irfan Usada,2025-10-28,Hukum Kepailitan,+62 (677) 252 4,"Jl. Waringin No. 4, Bontang, JT 93596",pengacara227_artist-to-to-today@pt.id,Semarang,1971-06-20,Laki-Laki
228,"Betania Setiawan, M.M.",2025-11-26,Hukum Kepailitan,0863750790,"Gang Gegerkalong Hilir No. 07, Ternate, Banten 60318",pengacara228_according-easy-poor@ud.ac.id,Semarang,1985-03-13,Wanita
229,"Keisha Siregar, S.IP",2024-03-25,Hukum Tata Negara,+62 (79) 350-57,"Gang Waringin No. 575, Sabang, PB 16709",pengacara229_drug-water-couple@pd.edu,Bukittinggi,1975-10-05,Wanita
230,Cut Calista Sirait,2024-01-15,Hukum Kepailitan,(0426) 411 9546,"Gang Monginsidi No. 16, Kotamobagu, MU 68573",pengacara230_year-plan-power@pd.com,Binjai,1989-02-23,Laki-Laki
231,Kenari Zulkarnain,2025-10-25,Hukum Properti,0888127411,"Gg. HOS. Cokroaminoto No. 7, Bandung, Sumatera Barat 87765",pengacara231_unit-him-firm-fish@pt.biz.id,Kota Administrasi Jakarta Utara,1974-04-19,Wanita
232,R.M. Ganda Yuliarti,2024-12-08,Hukum Pidana,+62 (053) 693-9,"Jalan Soekarno Hatta No. 590, Tebingtinggi, SS 40948",pengacara232_heart-seven-into@cv.net,Cilegon,1976-01-19,Laki-Laki
233,"dr. Ian Irawan, M.Farm",2024-12-11,Hukum Kepailitan,+62-0837-132-21,"Gang Joyoboyo No. 93, Purwokerto, AC 95979",pengacara233_hold-my-again@pd.id,Medan,1991-11-20,Wanita
234,"Cut Putri Farida, S.Pd",2024-10-07,Hukum Keluarga,+62 (94) 788 15,"Gang Peta No. 8, Solok, MU 38317",pengacara234_employee-long@pt.go.id,Madiun,1980-11-15,Laki-Laki
235,Raditya Utami,2024-07-25,Hukum Pajak,+62 (0598) 153-,"Jl. HOS. Cokroaminoto No. 662, Lubuklinggau, DI Yogyakarta 60241",pengacara235_door-guess-sit-none@pd.edu,Tasikmalaya,1972-12-20,Laki-Laki
236,Belinda Utami,2024-07-02,Hukum Pajak,(000) 802 2522,"Jl. Ir. H. Djuanda No. 12, Palembang, Sulawesi Tenggara 51584",pengacara236_author-wrong-water@cv.gov,Surabaya,1984-10-15,Wanita
237,Kemba Mandasari,2024-04-13,Hukum Kepailitan,+62-034-627-779,"Gg. Cikutra Barat No. 096, Purwokerto, Sumatera Utara 30567",pengacara237_poor-modern-meet@ud.edu,Meulaboh,1987-02-15,Laki-Laki
238,Yessi Mardhiyah,2025-04-25,Hukum Properti,+62 (0459) 287 ,"Gang Rawamangun No. 089, Mojokerto, Aceh 89741",pengacara238_decision-ability@cv.gov,Tanjungpinang,1973-04-26,Wanita
239,Cut Hesti Mulyani,2025-03-31,Hukum Keluarga,(0480) 733-9105,"Jalan Gardujati No. 58, Mataram, YO 44223",pengacara239_mother-particularly@pd.biz.id,Kediri,1990-10-29,Wanita
240,Elisa Marbun,2024-06-16,Hukum Bisnis,(0606) 207 0952,"Jl. Merdeka No. 998, Lhokseumawe, JT 23494",pengacara240_mention-vote@pt.id,Payakumbuh,1991-12-15,Wanita
241,Elma Widiastuti,2025-07-05,Hukum Properti,+62-020-090-310,"Gang Joyoboyo No. 318, Samarinda, YO 94519",pengacara241_right-among@cv.desa.id,Mataram,1990-01-30,Wanita
242,"Talia Laksita, S.H.",2025-07-11,Hukum Pidana,+62-040-396-214,"Jalan Surapati No. 16, Palembang, SS 58172",pengacara242_without-media-get@pd.gov,Tegal,1992-12-01,Wanita
243,"Puti Yuliana Mardhiyah, S.Farm",2024-04-21,Hukum Kepailitan,+62-309-946-028,"Gang Rajiman No. 72, Padang, Aceh 64667",pengacara243_serve-support@pd.gov,Probolinggo,1985-07-20,Wanita
